condition,hours,seed,policy,dt_ms,iei_ms,fit_min,fit_max,sigma_single,tau_regression,regression_r2,n_avalanches,fit_fraction,mean_size,max_size,tau_mle,exp_rate,llr,vuong_z,ks,fit_n,ks_iid_p,lognormal_a,lognormal_b,lognormal_bound_hit,aic_powerlaw_minus_lognormal,signature_regression,signature_mle
mixed,70.0,103,fixed_10,10.0,4.491224459569821,1,30,0.9878781358150878,1.5236022931099185,0.9834608071644692,302304,0.9000840213824495,11.44540264105007,403,1.2658054200018523,0.220084512211068,10431.06265250219,34.507239593582646,0.06527594598966957,272099,0.005,0.594454000260972,0.24756192084331524,False,14387.680246557808,True,False
mixed,70.0,103,fixed_10,10.0,4.491224459569821,1,15,0.9878781358150878,1.3568435961263399,0.9751505186271872,302304,0.836436170212766,11.44540264105007,403,1.1617632922402574,0.29117051704213404,594.668690013102,3.234490390876518,0.04833529227477912,252858,0.005,0.5147050027786744,0.2900235409033812,False,8541.138932668837,True,False
mixed,70.0,103,fixed_10,10.0,4.491224459569821,1,59,0.9878781358150878,1.4536529820267543,0.9868285623694006,302304,0.9520317296496242,11.44540264105007,403,1.3085605674483016,0.15105685154512483,45741.30873451558,100.39011586575992,0.07130252387937952,287803,0.005,0.7761441029020594,0.1667278012553432,False,13060.381587797077,True,True
mixed,70.0,103,fixed_10,10.0,4.491224459569821,3,30,0.9878781358150878,1.6932175527589943,0.9981109002625824,302304,0.48129035672700327,11.44540264105007,403,1.6160805129274411,0.16886163671105892,5150.670306224399,40.348440502017716,0.015849359364465854,145496,0.005,1.0475313145320848,0.13842407352592936,False,481.76530908513814,True,True
mixed,70.0,103,selected_regression,10.0,4.491224459569821,1,30,0.9878781358150878,1.5236022931099185,0.9834608071644692,302304,0.9000840213824495,11.44540264105007,403,1.2658054200018523,0.220084512211068,10431.06265250219,34.507239593582646,0.06527594598966957,272099,0.005,0.594454000260972,0.24756192084331524,False,14387.680246557808,True,False
mixed,70.0,103,selected_mle,8.0,4.491224459569821,1,30,0.8683700025720053,1.6447498570948587,0.9826678707557199,386981,0.9349787198854724,8.940984182685972,403,1.3434450567912197,0.2476161008402239,14255.148240611095,38.980790741641705,0.0678955614177344,361819,0.005,0.6412634526157194,0.26678530484543933,False,20751.102097195107,True,True
mixed,70.0,104,iei_rounded,4.0,4.486590446140722,1,30,0.6049754621945349,2.0266171793851275,0.9854287881735616,797829,0.9837885060583158,4.337889447488121,359,1.6117614099646023,0.3639600605206059,41170.79591392344,67.52530075975301,0.06760879585698687,784895,0.005,0.8858256878311586,0.3067993390717562,False,44278.23591660429,False,False
mixed,70.0,104,iei_rounded,4.0,4.486590446140722,1,15,0.6049754621945349,1.8051989369561332,0.9821927026703835,797829,0.9586803688509693,4.337889447488121,359,1.5163598228062352,0.43498195866129397,11974.078226784282,30.58295042885564,0.05021434753565995,764863,0.005,0.8345802430398898,0.33787628630274347,False,27338.90122811077,False,False
mixed,70.0,104,iei_rounded,4.0,4.486590446140722,1,59,0.6049754621945349,2.1635968991874455,0.9905284464111357,797829,0.9937417667194348,4.337889447488121,359,1.671958011655585,0.3194931121320673,82389.27876497795,92.69198583191921,0.08050868319456062,792836,0.005,0.9384961982883693,0.27865648713709434,False,57071.793466228526,False,False
mixed,70.0,104,iei_rounded,4.0,4.486590446140722,3,30,0.6049754621945349,2.2330113494913224,0.9971278060466534,797829,0.36772290804169816,4.337889447488121,359,2.0751508531319285,0.2471035550505869,12988.02736982288,60.01968817835421,0.020269339120819685,293380,0.005,1.2959182375447638,0.1991284103097181,False,1581.1393703757785,False,False
mixed,70.0,104,fixed_10,10.0,4.486590446140722,1,30,0.9817290977067606,1.5253469027757638,0.9837574739463486,302953,0.9005555317161408,11.423864427815536,372,1.2693219322346554,0.2210522640522749,10723.671781144107,35.28369093141201,0.06510334276838853,272826,0.005,0.6004568090401424,0.24693723159982106,False,14322.12758013676,True,False
mixed,70.0,104,fixed_10,10.0,4.486590446140722,1,15,0.9817290977067606,1.360337998756167,0.9755952824503439,302953,0.8373906183467402,11.423864427815536,372,1.1656515131036667,0.2924473932586571,690.5494361932889,3.7337930240375914,0.048200045477043985,253690,0.005,0.5202991636116431,0.2895510173505751,False,8526.139184674947,True,False
mixed,70.0,104,fixed_10,10.0,4.486590446140722,1,59,0.9817290977067606,1.4575913324843566,0.9871091793239487,302953,0.9520519684571535,11.423864427815536,372,1.3119353817912636,0.15194608516450586,46093.493426090405,100.83362936799543,0.07115162313799656,288427,0.005,0.780737429835018,0.16658251535919508,False,13027.341843430651,True,True
mixed,70.0,104,fixed_10,10.0,4.486590446140722,3,30,0.9817290977067606,1.6929104701912276,0.9980245683218596,302953,0.47972457773978144,11.423864427815536,372,1.6183609627364337,0.16917064547603256,5175.613763315147,40.510457877663406,0.01722316825797851,145334,0.005,1.0437353788489347,0.13993897288971902,False,491.27168552798685,True,True
mixed,70.0,104,selected_regression,10.0,4.486590446140722,1,30,0.9817290977067606,1.5253469027757638,0.9837574739463486,302953,0.9005555317161408,11.423864427815536,372,1.2693219322346554,0.2210522640522749,10723.671781144107,35.28369093141201,0.06510334276838853,272826,0.005,0.6004568090401424,0.24693723159982106,False,14322.12758013676,True,False
mixed,70.0,104,selected_mle,8.0,4.486590446140722,1,30,0.8626545353521322,1.6519988618077408,0.9827033203745191,387913,0.9351040052795343,8.92183041042708,372,1.3479351909744697,0.2491907766919222,14465.072748576336,39.47471222758804,0.06815501506546084,362739,0.005,0.646200167254634,0.2670593094105137,False,20766.54331307998,True,True
